ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,MARRIAGE_RECORD_IDENTITY6,MARRIAGE_RECORD_IDENTITY7,MARRIAGE_RECORD_IDENTITY8,IMMIGRANT_GENERATION
13054,3050,3050,Chloe,Currie,25,JULY,1846,"4 Queen Street, Calton, Campbeltown",F,Callum,Currie,TINSMITH (JYMAN),Emily,Clow,FARMERS WIFE,7,APRIL,1844,"Calton Campbeltown ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13054,13054,9298,9301,13054,3050,9301,9298,,,,,,,,,NA
13056,3009,3009,Ella,Jordan,26,JULY,1846,"2 Tortorston Drive, Coplandhill, Aberdeenshire",F,Lewis,Jordan,SEAMAN,Samira,Mcdonald,MILL WORKER,15,DECEMBER,1842,"Coplandhill Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13056,13056,9318,10375,13056,3009,10375,9318,,,,,,,,,NA
13058,2742,2742,Hannah,Petrie,17,OCTOBER,1846,"9 Hamilton Terrace, Croc, North Ayrshire",F,Kieran,Petrie,IRON MINER,Eleanor,Fraser,SEAMSTRESS,25,SEPTEMBER,1832,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13058,13058,9344,8901,13058,2742,8901,9344,,,,,,,,,NA
13060,2834,2834,Amber,Mclaren,8,AUGUST,1846,"1 Corrie Place, South Ayrshire",F,Jordan,Mclaren,BLACKSMITH,Rebecca,Green,,15,MARCH,1839,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13060,13060,9276,9651,13060,2834,9651,9276,,,,,,,,,NA
13062,3016,3016,Victoria,Macdonald,4,MARCH,1846,"1 Cora Linn Court, North Ayrshire",F,Jordan,Macdonald,TAILOR,Eve,Petrie,,20,FEBRUARY,1843,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13062,13062,9552,9551,13062,3016,9551,9552,,,,,,,,,NA
13068,2721,2721,Rebecca,Mcgarva,27,SEPTEMBER,1846,"1 Old Bridge End, Scaurs, Jedburgh",F,Christopher,Mcgarva,STONE MASON,Aysha,Gowans,,7,OCTOBER,1833,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13068,13068,9540,9559,13068,2721,9559,9540,,,,,,,,,NA
13080,3055,3055,Marni,Hay,4,FEBRUARY,1846,"1 Birch Avenue, Southfield, Scottish Borders",F,Connor,Hay,PLASTERER,Bethany,Haig,POTTER,31,DECEMBER,1841,"Southfield Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,13080,13080,9812,10055,13080,3055,10055,9812,,,,,,,,,NA
13086,2936,2936,Lauren,Christie,15,FEBRUARY,1846,"7 School Park, Highland",F,Luke,Christie,WOOL SLUBBER,Amy,Mclaren,LOBOUR,19,APRIL,1838,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,13086,13086,9834,9529,13086,2936,9529,9834,,,,,,,,,NA
13092,3026,3026,Shannon,Mcintosh,26,AUGUST,1846,"1 Ritchie Place, Aberdeenshire",F,Jack,Mcintosh,FATUOUS,Helen,Paterson,GENERAL SERVANT,30,MARCH,1845,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13092,13092,9932,8815,13092,3026,8815,9932,,,,,,,,,NA
13104,2845,2845,Hannah,Connelly,3,DECEMBER,1846,"2 Carse View, Hillpark, Bannockburn",F,Sean,Connelly,JUTE CARPET WEAVER,Angel,White,DOMESTIC SERVANT,12,JANUARY,1838,"Hillpark Bannockburn ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13104,13104,10098,8943,13104,2845,8943,10098,,,,,,,,,NA
13118,2993,2993,Hannah,Wilson,9,JULY,1846,"199 Mill Lane, Aberdeenshire",F,Aston,Wilson,IRON STONE MINER,Sarah,Clark,,16,SEPTEMBER,1840,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13118,13118,10382,8787,13118,2993,8787,10382,,,,,,,,,NA
13120,3068,3068,Sophie,Burns,30,SEPTEMBER,1846,"9 Milton Wynd, South Ayrshire",F,John,Burns,,Emma,Mckinlay,DRESSMAKER,15,MARCH,1845,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13120,13120,10468,9619,13120,3068,9619,10468,,,,,,,,,NA
13130,3074,3074,Katie,Syme,2,JULY,1846,"1 Dalhousie Place, Timmergreens, Arbroath",F,Daniel,Syme,CLOTH LAPPER,Emily,Dalgarno,STEAMLOOM WEAVER,8,SEPTEMBER,1843,"Timmergreens Arbroath ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13130,13130,10614,10103,13130,3074,10103,10614,,,,,,,,,NA
13134,3078,3078,Delaney,Potts,25,MARCH,1846,"27 St Molios Park, Croc, North Ayrshire",F,Robert,Potts,CARPENTERS (HOUSE),Diane,Syme,DRESSMAKER,21,AUGUST,1843,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13134,13134,10628,9325,13134,3078,9325,10628,,,,,,,,,NA
13136,3079,3079,Emily,Rae,3,JULY,1846,"2 Knockhall Road, Aberdeenshire",F,Marlon,Rae,SCHOLAR,Nicole,Gowans,SCHOLAR,14,NOVEMBER,1844,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13136,13136,10848,10951,13136,3079,10951,10848,,,,,,,,,NA
13140,2969,2969,Lucy,Brown,6,FEBRUARY,1846,"3 Waid Terrace, Anstruther Easter, Anstruther",F,Daniel,Brown,ENGINE SMITH,Yuri,Middleton,SCHOLAR,12,JANUARY,1844,,,SYNTHETIC DATA PRODUCED USING VALIPOP,13140,13140,10816,9649,13140,2969,9649,10816,,,,,,,,,NA
13066,3017,3017,Stephanie,Hobson,22,MARCH,1846,"1 St Michaels Place, Aberdeenshire",F,Luke,Hobson,BLACKSMITH,Chelsea,Hassan,AG LABOURER,8,MAY,1844,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13066,13066,9534,7743,13066,3017,7743,9534,4257,,,,,,,,NA
13084,2937,2937,Vanessa,Thomson,13,JULY,1846,"1 Vorlich Crescent, Braeleny Farm, Stirling",F,Mohammed,Thomson,MASTER,Sophie,Kelman,FARMER'S DAUR,21,JUNE,1841,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,13084,13084,9856,9067,13084,2937,9067,9856,4132,,,,,,,,NA
13096,2908,2908,Emily,Leishman,12,OCTOBER,1846,"254 Golf Course Road, Girvan, South Ayrshire",F,Luke,Leishman,JOINER,Nikia,Clark,MILLINER,11,AUGUST,1838,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13096,13096,10092,9497,13096,2908,9497,10092,3891,,,,,,,,NA
13098,2819,2819,Jade,Rae,10,AUGUST,1846,"94 Haremoss Drive, Heatherknowe, Portlethen",F,Lindon,Rae,PLOUGHMAN,Amy,Adamson,FARMERS DAUGHTER,1,AUGUST,1836,"Heatherknowe Portlethen ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13098,13098,10072,9849,13098,2819,9849,10072,4131,,,,,,,,NA
13102,2988,2988,Georgia,Christie,16,NOVEMBER,1846,"5 Calfward Park, Allanbank, Lauder",F,William,Christie,CARTER,Bethany,Garland,WINDER,15,MARCH,1841,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13102,13102,10030,10399,13102,2988,10399,10030,4220,,,,,,,,NA
13106,2909,2909,Emerald,Tariq,4,DECEMBER,1846,"11 Hamilton Terrace, Croc, North Ayrshire",F,Mark,Tariq,PLOUGHMAN,Sophie,Dalgarno,GENERAL SERV,24,NOVEMBER,1837,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13106,13106,10050,7643,13106,2909,7643,10050,4695,,,,,,,,NA
13110,2910,2910,Emma,Connelly,11,FEBRUARY,1846,"1918 Station Road, South Lanarkshire",F,Thomas,Connelly,,Yasmin,Gibb,INNKEEPER'S DAUGHTER,9,FEBRUARY,1838,"South Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13110,13110,10196,9981,13110,2910,9981,10196,4100,,,,,,,,NA
13114,3063,3063,Habiba,Mcguire,25,MARCH,1846,"6 Inverugie Cottages, Coplandhill, Aberdeenshire",F,William,Mcguire,RABBIT CATCHER,Emily,Mcdonald,COTTON WEAVER,20,JUNE,1847,,,SYNTHETIC DATA PRODUCED USING VALIPOP,13114,13114,10370,10289,13114,3063,10289,10370,3989,,,,,,,,NA
13124,3038,3038,Anna,Wilson,16,AUGUST,1846,"1 Pearce Avenue, South Ayrshire",F,James,Wilson,FISHERMAN,Monique,Campbell,PIT HEAD LAB,24,AUGUST,1842,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13124,13124,10494,9741,13124,3038,9741,10494,4696,,,,,,,,NA
13138,3081,3081,Sarah,Logan,20,AUGUST,1846,"172 Dailly Road, Maybole, South Ayrshire",F,Ahmed,Logan,PLOUGHMAN,Cara,Mcguire,,23,SEPTEMBER,1845,"Maybole South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13138,13138,10856,10461,13138,3081,10461,10856,,,,,,,,,NA
13126,3070,3070,Shannon,Beaton,16,JANUARY,1846,"4 Dales View Drive, Meethill, Peterhead",F,Jamie,Beaton,ACCOUNTANTS APPRENTICE,Ellen,Craig,,17,AUGUST,1841,"Meethill Peterhead ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13126,13126,10608,10483,13126,3070,10483,10608,,,,,,,,,NA
13132,3076,3076,Amy,Rae,29,JANUARY,1846,"5 Arranton Place, Croc, North Ayrshire",F,David,Rae,JOINER (JOURNEYMAN),Emma,Clark,GENERAL SERVANT,30,MARCH,1842,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13132,13132,10632,9723,13132,3076,9723,10632,4133,,,,,,,,NA
13072,2810,2810,Chloe,Hobson,23,OCTOBER,1846,"10 Arranton Place, Croc, North Ayrshire",F,Adam,Hobson,VALET,Isobel,Logan,DAUT,8,MARCH,1835,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13072,13072,9630,8125,13072,2810,8125,9630,4101,,,,,,,,NA
13128,3072,3072,Leighann,Middleton,9,JUNE,1846,"2 Anderson Place, Fife",F,Ebenezer,Middleton,POWER LOOM WEAVER,Emma,Syme,GENERAL SERV,7,AUGUST,1843,"Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,13128,13128,10654,10497,13128,3072,10497,10654,4221,,,,,,,,NA
13070,2926,2926,Summer,Robinson,8,JANUARY,1846,"2 Bruce Walk, Nigg, Aberdeen City",F,Daniel,Robinson,PLOUGHMAN,Shannon,Potts,DOMESTIC SERV,5,OCTOBER,1838,"Nigg Aberdeen City",,SYNTHETIC DATA PRODUCED USING VALIPOP,13070,13070,9620,9873,13070,2926,9873,9620,3889,,,,,,,,NA
13090,2878,2878,Sophie,Currie,4,JULY,1846,"5 Dail a' Chladaich, Highland",F,Benjamin,Currie,STOCK TAKER,Ibukunoluwa,Main,PROPRIETOR DAU,4,SEPTEMBER,1837,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,13090,13090,9950,9101,13090,2878,9101,9950,3745,,,,,,,,NA
13116,3065,3065,Georgia,Anderson,24,MARCH,1846,"4 Balgibbon Drive, Braeleny Farm, Callander",F,Cameron,Anderson,WOOL TENTER,Kayley,Reid,,1,FEBRUARY,1844,"Braeleny Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13116,13116,10364,9507,13116,3065,9507,10364,3819,,,,,,,,NA
13046,2713,2713,Zoe,Leishman,17,MAY,1846,"1 India Lane, Borrowfield, Montrose",F,Sam,Leishman,COMMERCIAL CLERK YARN,Georgina,Broadfoot,HOUSEKEEPER,7,SEPTEMBER,1832,"Borrowfield Montrose ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13046,13046,9202,8945,13046,2713,8945,9202,3822,4103,4296,,,,,,NA
13048,2712,2712,Ami,Mackenzie,10,AUGUST,1846,"1126 Shore Street, Highland",F,Ben,Mackenzie,WOOLLEN HAND LOOM WEAVER,Sophie,Innes,,22,JUNE,1832,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,13048,13048,9244,9423,13048,2712,9423,9244,3820,,,,,,,,NA
13064,2977,2977,Lucy,Johnson,4,APRIL,1846,"2 Calfward Park, Allanbank, Lauder",F,Joshua,Johnson,JOINER,Madeleine,Hay,,3,MAY,1843,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13064,13064,9546,9099,13064,2977,9099,9546,3892,,,,,,,,NA
13078,2811,2811,Jordan,Johnstone,26,NOVEMBER,1846,"3 Wildcat Cleuch, Glenburn Hall, Jedburgh",F,Taylor,Johnstone,IRON MINER,Georgina,Robinson,MUSLIN BLEACHER,4,MAY,1837,"Glenburn Hall Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13078,13078,9708,9317,13078,2811,9317,9708,3818,,,,,,,,NA
13100,2905,2905,Megan,Ramsay,10,APRIL,1846,"2 Dovecot Road, Dovecot, Scottish Borders",F,Liam,Ramsay,MASON LABOURER,Sophie,Jordan,STEAM LOOM WEAVER,25,OCTOBER,1838,"Dovecot Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,13100,13100,10032,9717,13100,2905,9717,10032,3990,,,,,,,,NA
13044,2661,2661,Jennifer,Doig,12,JANUARY,1846,"111 Upper Loan Park, Allanbank, Lauder",F,Ryan,Doig,GENERAL LABOURER,Hannah,Clow,SLATE QUARRIER'S WIFE,26,APRIL,1839,,,SYNTHETIC DATA PRODUCED USING VALIPOP,13044,13044,9186,8399,13044,2661,8399,9186,3744,,,,,,,,NA
13074,2779,2779,Philippa,Jordan,9,NOVEMBER,1846,"1 Hillside Terrace, Croc, North Ayrshire",F,Thomas,Jordan,QUARRIER,Sarah,Wood,DOMESTIC SERV INVERNESS,11,OCTOBER,1832,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13074,13074,9624,9211,13074,2779,9211,9624,3893,,,,,,,,NA
13076,3053,3053,Francesca,Young,4,FEBRUARY,1846,"1 Gowanlea, The Lees, Coldstream",F,Jack,Young,COLLEGE STUDENT,Rebekah,Browning,DOMESTIC SERV,17,SEPTEMBER,1843,"The Lees Coldstream ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13076,13076,9744,9633,13076,3053,9633,9744,3681,4182,,,,,,,NA
13082,3057,3057,Shannon,Anderson,13,DECEMBER,1846,"735 Golf Course Road, Girvan, South Ayrshire",F,Benjamin,Anderson,GRAIN COMMERCIAL CLERK,Kellie,Rae,MUSIC TEACHER,23,JUNE,1845,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13082,13082,9824,9333,13082,3057,9333,9824,3823,,,,,,,,NA
13094,3058,3058,Kayleigh-anne,Paterson,2,APRIL,1846,"9 Calfward Park, Allanbank, Lauder",F,Liam,Paterson,FARMERS SON,Jessica,Robinson,DOMESTIC SERVANT,18,JUNE,1843,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13094,13094,10036,10049,13094,3058,10049,10036,3821,,,,,,,,NA
13108,2965,2965,Eloise,Burns,7,MARCH,1846,"3 Glen Finglas Road, Stirling",F,Luke,Burns,COAL MINER,Kelly,Mcclure,N K,24,MARCH,1842,"Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,13108,13108,10204,9525,13108,2965,9525,10204,4222,,,,,,,,NA
13112,3061,3061,Chantelle,Smith,21,NOVEMBER,1846,"1 Millhill View, Perth and Kinross",F,James,Smith,IRON FOUNDER,Zara,Dalgarno,PRINTFIELD WORKER,11,APRIL,1845,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,13112,13112,10288,10067,13112,3061,10067,10288,4102,,,,,,,,NA
13122,2912,2912,Laura,Perry,10,AUGUST,1846,"1 Lomond Crescent, East Ayrshire",F,George,Perry,OVERSEER ON FARM,Laura,Little,DRESSMAKER,10,SEPTEMBER,1840,"East Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13122,13122,10456,9207,13122,2912,9207,10456,3890,4223,,,,,,,NA
13088,2903,2903,Aimee,Mcnab,26,JUNE,1846,"571 Rathad an Duin, Na h-Eileanan Siar",F,Matthew,Mcnab,COAL MINER,Florence,Cochrane,POWER LOOM WEAVER,8,DECEMBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,13088,13088,9830,8927,13088,2903,8927,9830,3682,,,,,,,,NA
13180,2953,2953,Nazneen,Hassan,9,MARCH,1847,"2 Ogilvie Place, Portsoy, Aberdeenshire",F,Cameron,Hassan,IRON MONGER,Imogen,Taylor,DRESSMAKER,16,SEPTEMBER,1839,"Portsoy Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13180,13180,9188,9201,13180,2953,9201,9188,,,,,,,,,NA
13182,2713,2713,Sydney,Leishman,15,JULY,1847,"1 India Lane, Borrowfield, Montrose",F,Sam,Leishman,COMMERCIAL CLERK YARN,Georgina,Broadfoot,HOUSEKEEPER,7,SEPTEMBER,1832,"Borrowfield Montrose ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13182,13182,9202,8945,13182,2713,8945,9202,,,,,,,,,NA
13184,2573,2573,Carly,Bull,9,DECEMBER,1847,"28 Lowther View, South Lanarkshire",F,Tyler,Bull,IRON MINER,Ella,Robinson,STOCKING KNITTER,25,MARCH,1828,"South Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13184,13184,9246,8713,13184,2573,8713,9246,,,,,,,,,NA
13186,3046,3046,Jade,Penman,29,DECEMBER,1847,"66 St. Andrew's Gardens, Dalry, North Ayrshire",F,Nathaniel,Penman,FORMERLY MINER,Lauren,Keddie,,13,MARCH,1845,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13186,13186,9220,5555,13186,3046,5555,9220,,,,,,,,,NA
13192,3010,3010,Emma,Mcshane,2,OCTOBER,1847,"3 Steele Croft Road, Highland",F,Michael,Mcshane,,Charlotte,Smith,SILK & COTTON WEAVER,3,NOVEMBER,1842,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,13192,13192,9290,9953,13192,3010,9953,9290,,,,,,,,,NA
13200,3088,3088,Eleanor,Campbell,1,FEBRUARY,1847,"1 Dobson Drive, Batties Den, Angus",F,Isaac,Campbell,WOOL WASHER,Chloe,Mclaren,,7,NOVEMBER,1844,"Batties Den Angus",,SYNTHETIC DATA PRODUCED USING VALIPOP,13200,13200,9444,9221,13200,3088,9221,9444,,,,,,,,,NA
13218,3096,3096,Chloe,Cochrane,12,DECEMBER,1847,"93 Haremoss Drive, Heatherknowe, Portlethen",F,Zachary,Cochrane,PLOUGH MAN,Toni,Beaton,,4,JULY,1845,"Heatherknowe Portlethen ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13218,13218,9768,9323,13218,3096,9323,9768,,,,,,,,,NA
13264,3108,3108,Yasemin,Mcnab,28,DECEMBER,1847,"1 Pàirc Bhatasgeir, Na h-Eileanan Siar",F,Connor,Mcnab,RAIL LABOURER,Amy,Mackenzie,,19,JUNE,1844,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,13264,13264,10738,9503,13264,3108,9503,10738,,,,,,,,,NA
13196,3087,3087,Grace,Smith,14,JULY,1847,"131 Hatton Farm Gardens, Aberdeenshire",F,William,Smith,PLOUGHMAN,Anna,Lawson,HOUSE KEEPER,10,MARCH,1847,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13196,13196,9320,8821,13196,3087,8821,9320,3994,,,,,,,,NA
13198,2776,2776,Shannon,Johnstone,18,NOVEMBER,1847,"3 Strath View, Highland",F,Daniel,Johnstone,PLUMBER,Olivia,Robertson,PORTERS WIFE,5,FEBRUARY,1834,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,13198,13198,9414,8895,13198,2776,8895,9414,4184,,,,,,,,NA
13204,3016,3016,Zahraa,Macdonald,15,FEBRUARY,1847,"1 Cora Linn Court, North Ayrshire",F,Jordan,Macdonald,TAILOR,Eve,Petrie,,20,FEBRUARY,1843,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13204,13204,9552,9551,13204,3016,9551,9552,4185,,,,,,,,NA
13206,2835,2835,Kimberly,O'donnell,12,SEPTEMBER,1847,"4 Monamore Place, Croc, North Ayrshire",F,Matthew,O'donnell,LETTERPRESS PRINTER MASTER (EMPLOYING 3 BOYS),Nichola,Innes,GROCER,18,NOVEMBER,1836,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13206,13206,9660,9447,13206,2835,9447,9660,3993,,,,,,,,NA
13214,3092,3092,Emma,Mclaren,20,JANUARY,1847,"15 Arranton Place, Croc, North Ayrshire",F,George,Mclaren,ASSISTANT CLERK SHIP B OFFICE,Sadiya,Kelman,WEAVER,12,MARCH,1844,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13214,13214,9716,10065,13214,3092,10065,9716,,,,,,,,,NA
13222,2900,2900,Carla,Bull,3,JUNE,1847,"1 Marionfield Place, Westfield, Cupar",F,Thomas,Bull,LABOURER,Jennifer,Andrews,,13,OCTOBER,1837,"Westfield Cupar ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13222,13222,9838,9623,13222,2900,9623,9838,4330,,,,,,,,NA
13224,2958,2958,Katie,Smith,7,OCTOBER,1847,"1 Paterson Gardens, West End, Scottish Borders",F,Jevon,Smith,ARCHITECT,Cecily,Mcshane,DOMESTIC SERV,19,OCTOBER,1844,,,SYNTHETIC DATA PRODUCED USING VALIPOP,13224,13224,9924,10299,13224,2958,10299,9924,4183,,,,,,,,NA
13234,2939,2939,Sharna,Innes,16,JULY,1847,"14 Arranton Place, Croc, North Ayrshire",F,Charlie,Innes,DRAPERY WAREHOUSEMAN,Katie,Macphail,NONE,6,APRIL,1843,,,SYNTHETIC DATA PRODUCED USING VALIPOP,13234,13234,10080,9975,13234,2939,9975,10080,4031,,,,,,,,NA
13236,2844,2844,Charley,Mclachlan,16,JUNE,1847,"1 Ailsa Crescent, Stranraer, Dumfries and Galloway",F,Grant,Mclachlan,DRUGGIST (AP),Lucy,Smith,,25,DECEMBER,1836,"Stranraer Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,13236,13236,10078,9725,13236,2844,9725,10078,4134,,,,,,,,NA
13238,3059,3059,Kirsten,Mckinlay,12,JULY,1847,"56 Fairwinds Place, Coplandhill, Aberdeenshire",F,Christopher,Mckinlay,CANDLE MAKER,Maria,Logan,SPINSTER,27,JULY,1845,"Coplandhill Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13238,13238,10054,8615,13238,3059,8615,10054,3991,,,,,,,,NA
13240,2965,2965,Emma,Burns,28,MAY,1847,"3 Glen Finglas Road, Stirling",F,Luke,Burns,COAL MINER,Kelly,Mcclure,N K,24,MARCH,1842,"Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,13240,13240,10204,9525,13240,2965,9525,10204,3958,,,,,,,,NA
13242,3062,3062,Francesca,Anderson,13,APRIL,1847,"1 Standalane View, Kingsmuir, Peebles",F,Michael,Anderson,TAILOR,Georgia,White,MILL WORKER,15,MARCH,1844,"Kingsmuir Peebles ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13242,13242,10318,9707,13242,3062,9707,10318,4033,,,,,,,,NA
13246,2994,2994,Emily,Main,1,NOVEMBER,1847,"1 Holmfoot, Scottish Borders",F,Jonathon,Main,FARM SERVANT,Carenza,Rae,COTTON WINDER,6,NOVEMBER,1844,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,13246,13246,10386,8605,13246,2994,8605,10386,3959,,,,,,,,NA
13250,2967,2967,Harriet,White,19,SEPTEMBER,1847,"42 Chalmers Court, Three Bridges, Inveraray",F,Jacob,White,SADDLER (JOURNEYMAN),Isabel,Gibb,DRESS MAKER,18,NOVEMBER,1842,"Three Bridges Inveraray ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13250,13250,10346,10687,13250,2967,10687,10346,3992,,,,,,,,NA
13254,3099,3099,Elspeth,Smith,11,MAY,1847,"1 Barskimming Road, Mauchline, East Ayrshire",F,Toby,Smith,MILLER (AP),Samantha,Hawthorne,DOMESTIC SERV,11,JULY,1843,"Mauchline East Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13254,13254,10644,10621,13254,3099,10621,10644,,,,,,,,,NA
13232,2991,2991,Elizabeth,Sinclair,1,NOVEMBER,1847,"3 Paterson Gardens, West End, Scottish Borders",F,Daniel,Sinclair,WOOLEN WEAVER,Sarah,Duncan,COTTON WEAVER,26,SEPTEMBER,1841,"West End Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,13232,13232,10056,9487,13232,2991,9487,10056,4258,,,,,,,,NA
13188,2657,2657,Leah,Rice,15,AUGUST,1847,"16 Castle Road, Genoch Farm, South Ayrshire",F,Matthew,Rice,PROVISON DEALER & PLASTERER,Rhian,Smith,COTTON WEAVER,17,SEPTEMBER,1830,"Genoch Farm South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,13188,13188,9210,8899,13188,2657,8899,9210,3793,,,,,,,,NA
13190,2511,2511,Lauren,Johnstone,28,AUGUST,1847,"1 Maxwell Court, Langholm, Dumfries and Galloway",F,Jake,Johnstone,IRONSTONE MINER,Lauren,Ramsay,,29,JANUARY,1830,,,SYNTHETIC DATA PRODUCED USING VALIPOP,13190,13190,9190,8933,13190,2511,8933,9190,3922,,,,,,,,NA
13258,3102,3102,Rhiannon,Mcguire,28,APRIL,1847,"1 Torrie Wyne, Fife",F,Harlie,Mcguire,PLOUGHMAN,Danielle,Kelly,DAIRYMAID,16,JANUARY,1844,"Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,13258,13258,10700,10541,13258,3102,10541,10700,3858,,,,,,,,NA
13260,3104,3104,Amy,Neill,24,SEPTEMBER,1847,"6 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",F,Matthew,Neill,DRAPER,Felicity,Hay,AG LAB,30,MAY,1845,"Buailledubh Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,13260,13260,10694,10725,13260,3104,10725,10694,4136,,,,,,,,NA
13266,3110,3110,Eloise,Smith,9,AUGUST,1847,"1 Hartrigge Crescent, Scaurs, Scottish Borders",F,Edward,Smith,GROOM,Laura,Bell,SCHOLAR,6,AUGUST,1847,"Scaurs Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,13266,13266,11192,10173,13266,3110,10173,11192,3957,,,,,,,,NA
